Role,Company,Location,Duration,Posted,Skills,Applicants,est_stipend,Gender
Event Management,Peppermint Communications Pvt. Ltd.,Ambarnath,6 Months,3 weeks ago,"English Proficiency (Written), Event Management, MS-Office",61,9000,Any
Event Management,Peppermint Communications Pvt. Ltd.,Kalyan,6 Months,3 weeks ago,"English Proficiency (Written), Event Management, MS-Office",61,9000,Any
Event Management,Peppermint Communications Pvt. Ltd.,Ulhasnagar,6 Months,3 weeks ago,"English Proficiency (Written), Event Management, MS-Office",61,9000,Any
Marketing,Intellen Tech,Hyderabad,3 Months,3 weeks ago,"Creative Writing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",68,9000,Any
Sales,Texperts India Pvt. Ltd.,Mumbai,6 Months,3 weeks ago,"Accounting, MS-Excel, MS-Office",66,25000,Any
Sales,Shineout,WFH,2 Months,3 weeks ago,"Cold Calling, English Proficiency (Spoken)",69,2000,Any
Creative Design,Finocontrol,Bhubaneswar,5 Months,3 weeks ago,"Canva, Figma, UI & UX Design",68,15000,Any
Sales,Academix Perfect Guide Pvt. Ltd.,Bangalore,2 Months,3 weeks ago,"Effective Communication, Kannada Proficiency (Spoken)",36,35500,Any
Mechanical Engineering,Pacify Medical Technologies Pvt. Ltd.,Pune,6 Months,3 weeks ago,SolidWorks,85,10000,Any
Mechanical Engineering,Pacify Medical Technologies Pvt. Ltd.,Thane,6 Months,3 weeks ago,SolidWorks,85,10000,Any
Mechanical Engineering,Pacify Medical Technologies Pvt. Ltd.,Navi Mumbai,6 Months,3 weeks ago,SolidWorks,85,10000,Any
Mechanical Engineering,Pacify Medical Technologies Pvt. Ltd.,Kalyan,6 Months,3 weeks ago,SolidWorks,85,10000,Any
Mechanical Engineering,Pacify Medical Technologies Pvt. Ltd.,Mumbai,6 Months,3 weeks ago,SolidWorks,85,10000,Any
Mechanical Engineering,Pacify Medical Technologies Pvt. Ltd.,Vasai-Virar,6 Months,3 weeks ago,SolidWorks,85,10000,Any
Marketing,The Parley,Bangalore,4 Months,3 weeks ago,"Marketing, Sales, Tally",0,9000,Any
HR,The Quorum,Mumbai,2 Months,3 weeks ago,"Administrative Support, Interpersonal skills, MS-Excel",61,7500,Any
Content Creator,Hi-Techsters IT Services Pvt. Services.,WFH,3 Months,3 weeks ago,"Effective Communication, Presentation skills",163,3500,Any
Customer Support,Darwinbox,Hyderabad,6 Months,3 weeks ago,"Effective Communication, Interpersonal skills",87,15000,Any
Operations,BLUNO TECHNOLOGIES PRIVATE LIMITED,Bangalore,6 Months,3 weeks ago,"Collaboration, MS-Excel, Research and Analytics, Stakeholder Management",234,20000,Any
Video Making/Editing,White Immigration Opportunities,Delhi,6 Months,3 weeks ago,"Content Writing, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Influencer Marketing",66,37500,Any
Video Making/Editing,White Immigration Opportunities,Gurgaon,6 Months,3 weeks ago,"Content Writing, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Influencer Marketing",66,37500,Any
Marketing,Boss Naari,Pune,6 Months,3 weeks ago,"Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",203,7500,Any
Sales,OneAdverts Media,Delhi,4 Months,3 weeks ago,"Business Development, Display Ads, Marketing, Sales, Social Media Marketing",0,5500,Any
Sales,OneAdverts Media,Gurgaon,4 Months,3 weeks ago,"Business Development, Display Ads, Marketing, Sales, Social Media Marketing",0,5500,Any
Marketing,AIDA Corp,WFH,6 Months,3 weeks ago,"Canva, English Proficiency (Written), Facebook Ads, Facebook Marketing, Google AdWords, Google Analytics, Google Search Console, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",82,6000,Any
Graphic Design,Cinehood Productions,WFH,6 Months,3 weeks ago,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Photoshop Lightroom CC, CorelDRAW, UI & UX Design",288,11000,Any
CA,VIMAL TANDON & CO.,Delhi,24 Months,3 weeks ago,"Accounting, MS-Office, Problem Solving, Statutory compliances",0,7500,Any
Game Dev,IOTRON Technologies Pvt. Ltd.,WFH,2 Months,3 weeks ago,"Android, APIs, Blender 3D, C#, iOS, Unity Engine",232,12000,Any
Customer Support,Gloval International,Mumbai,6 Months,3 weeks ago,"Client Interaction, Client Relationship, Client Relationship Management (CRM), Customer Support, Effective Communication",33,6000,Any
Analytics,Mosaic Wellness,Thane,3 Months,3 weeks ago,"Effective Communication, Google Sheets, MS-Excel",184,15000,Any
Marketing,Meserii,Delhi,5 Months,3 weeks ago,"English Proficiency (Written), Facebook Marketing, Google AdWords, Search Engine Marketing (SEM), Search Engine Optimization (SEO)",206,10000,Any
Sales,Transcloud Labs,WFH,3 Months,3 weeks ago,"Business Development, Cold Calling, Digital Marketing, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Lead Generation, LinkedIn Marketing, Sales",172,11000,Any
Finance,AHC Group,Mumbai,6 Months,3 weeks ago,"Accounting, English Proficiency (Spoken), English Proficiency (Written), Financial Modeling, MS-Excel, MS-Office, Tally",814,15000,Any
Marketing,Walnut Research And Development Centre,Pune,6 Months,3 weeks ago,"Digital Marketing, English Proficiency (Written), Instagram Marketing, Python, Search Engine Optimization (SEO), Social Media Marketing, Tailwind CSS",250,15000,Any
Sales,Gloval International,Mumbai,6 Months,3 weeks ago,"Canva, Computer skills, Creative Writing, Digital Advertising, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Instagram Marketing, Market Analysis, Marketing, Marketing Campaigns , Marketing Strategies , Market research, Social Media Marketing",42,6000,Any
AI,Shreshtha Consultants,Jaipur,6 Months,3 weeks ago,"AutoCAD, C++ Programming, Data Structures, Deep Learning, Django, JavaScript, Machine Learning, Python, React Native",236,13500,Any
SEO,Omichef Cookware LLP,Delhi,3 Months,3 weeks ago,"Digital Marketing, English Proficiency (Written), Google AdWords, Google Analytics, Search Engine Marketing (SEM), Search Engine Optimization (SEO)",104,4500,Any
UI/UX Design,Across The Globe (ATG),WFH,6 Months,3 weeks ago,"Manual Testing, Python, Selenium, Test Automation, Usability Testing",459,5250,Any
SEO,NUVI SPICEZ,Noida,2 Months,3 weeks ago,"Digital Marketing, English Proficiency (Written), Google AdWords, Google Analytics, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",47,3750,Any
Sales,YOOF,WFH,6 Months,3 weeks ago,"Digital Marketing, MS-Excel, MS-PowerPoint",48,5000,Any
Marketing,Food Box Foundation,Allahabad,3 Months,3 weeks ago,"Analytical Thinking, Branding, Content Editing, Content Writing, Effective Communication, Graphic Design, MS-Word, Social Media Marketing, Strategy, Time Management",32,3000,Any
Video Making/Editing,Orzuv Fitness,WFH,3 Months,3 weeks ago,"Adobe Premiere Pro, Final Cut Pro, Video Editing, Video Making",122,6000,Any
Marketing,Mutagen,Noida,6 Months,3 weeks ago,"Creative Writing, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Search Engine Optimization (SEO), Social Media Marketing",107,9000,Any
Recruitment,Career Link HR Solution,Navi Mumbai,6 Months,3 weeks ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office",86,12250,Any
HR,Techno Wise,Ahmedabad,6 Months,3 weeks ago,"English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, MS-Office",41,5500,Any
Sales,AideWiser SolTek,WFH,6 Months,3 weeks ago,"English Proficiency (Spoken), Sales",31,1900,Any
SEO,Ossisto Technologies,Bangalore,6 Months,3 weeks ago,"Digital Marketing, Search Engine Optimization (SEO)",136,15000,Any
Customer Support,EAPMC,WFH,3 Months,3 weeks ago,"Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Malayalam Proficiency (Spoken), MS-Office, Tamil Proficiency (Spoken)",76,1250,Any
Growth And Partnership,IIDE Education Pvt. Ltd.,Ahmedabad,6 Months,3 weeks ago,"Business Development, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Google Workspace, Interpersonal skills",87,5000,Any
Growth And Partnership,IIDE Education Pvt. Ltd.,Indore,6 Months,3 weeks ago,"Business Development, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Google Workspace, Interpersonal skills",87,5000,Any
Growth And Partnership,IIDE Education Pvt. Ltd.,Ludhiana,6 Months,3 weeks ago,"Business Development, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Google Workspace, Interpersonal skills",87,5000,Any
Growth And Partnership,IIDE Education Pvt. Ltd.,Lucknow,6 Months,3 weeks ago,"Business Development, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Google Workspace, Interpersonal skills",87,5000,Any
Growth And Partnership,IIDE Education Pvt. Ltd.,Surat,6 Months,3 weeks ago,"Business Development, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Google Workspace, Interpersonal skills",87,5000,Any
Growth And Partnership,IIDE Education Pvt. Ltd.,Jaipur,6 Months,3 weeks ago,"Business Development, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Google Workspace, Interpersonal skills",87,5000,Any
Growth And Partnership,IIDE Education Pvt. Ltd.,Nagpur,6 Months,3 weeks ago,"Business Development, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Google Workspace, Interpersonal skills",87,5000,Any
Growth And Partnership,IIDE Education Pvt. Ltd.,Bhopalgarh,6 Months,3 weeks ago,"Business Development, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Google Workspace, Interpersonal skills",87,5000,Any
Growth And Partnership,IIDE Education Pvt. Ltd.,Kanpur Dehat,6 Months,3 weeks ago,"Business Development, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Google Workspace, Interpersonal skills",87,5000,Any
Sales,SSCI FOODS AND BEVERAGES PVT LTD,Pune,6 Months,3 weeks ago,"Effective Communication, Sales",0,9500,Any
Marketing,Jaydu LLC,Hyderabad,6 Months,3 weeks ago,"Artificial intelligence, Creative Writing, Digital Marketing, English Proficiency (Spoken), Graphic Design, Search Engine Optimization (SEO), Social Media Marketing",82,20000,Any
Graphic Design,Fusion Beauty,Delhi,2 Months,3 weeks ago,"Adobe Illustrator, Adobe Photoshop, CorelDRAW",448,12500,Any
Sales,Shree Shyam Yatra,Indore,3 Months,3 weeks ago,"B2B Sales, English Proficiency (Spoken), Hindi Proficiency (Spoken), Marketing, Product Marketing, Sales, Sales Management, Sales Strategy, Sales Support",56,11000,Any
Sales,Shree Shyam Yatra,Pune,3 Months,3 weeks ago,"B2B Sales, English Proficiency (Spoken), Hindi Proficiency (Spoken), Marketing, Product Marketing, Sales, Sales Management, Sales Strategy, Sales Support",56,11000,Any
Client Acquisition,MyOperator,Noida,6 Months,3 weeks ago,"Client Relationship, Collaboration, Customer Acquisition, Effective Communication, English Proficiency (Spoken), Sales, Sales Management",138,12500,Any
Marketing,A² Education Solutions,Mangalore,6 Months,3 weeks ago,"Creative Writing, Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Facebook Marketing, Instagram Marketing, Search Engine Marketing (SEM), Social Media Marketing",0,8500,Any
Marketing,Exotic India Art Pvt. Ltd.,Delhi,3 Months,3 weeks ago,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Office, Social Media Marketing",103,6000,Any
Customer Support,Hungry2Grow Software Pvt. Ltd.,WFH,6 Months,3 weeks ago,English Proficiency (Written),1000,22000,Any
Fashion,Scoopstyle,Delhi,6 Months,3 weeks ago,"Fashion Designing, Garment Construction, Market research, Pattern making",261,12500,Any
Marketing,Stratbeans Consulting,WFH,6 Months,3 weeks ago,"Content Marketing, Digital Marketing, Effective Communication, Search Engine Optimization (SEO)",614,9000,Any
Marketing,Omichef Cookware LLP,Delhi,3 Months,3 weeks ago,"Effective Communication, Negotiations, Social Media Marketing",140,4500,Any
Social Media,Bajaj Foundation,Delhi,3 Months,3 weeks ago,"Canva, Effective Communication, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Google Suite (G Suite), Social Media Marketing",73,10000,Any
Law/Legal,LawDocs,Noida,6 Months,3 weeks ago,"English Proficiency (Spoken), English Proficiency (Written), MS-Office, MS-Word",241,0,Any
Sales,Repsoft Consultancy Services Pvt. Ltd.,WFH,3 Months,3 weeks ago,"Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Social Media Marketing",58,5000,Any
Fashion,Purushartha,Guwahati,1 Month,3 weeks ago,"Design Thinking, Digital Marketing, Effective Communication, Interpersonal skills, Market Analysis",55,5000,Any
Marketing,SLN Brothers Pvt. Ltd.,Mumbai,6 Months,3 weeks ago,Social Media Marketing,54,10000,Any
Sales,Parivestra,WFH,3 Months,3 weeks ago,"Effective Communication, Google Sheets, Leadership, Lead Generation, MS-Excel, Research and Analytics",94,4000,Any
Brand Management,Parivestra,WFH,3 Months,3 weeks ago,"Attention to Detail, Coordination, Creative Thinking, Marketing Strategies , Problem Solving",296,4000,Any
Project Management,Parivestra,WFH,3 Months,3 weeks ago,"Coordination, Effective Communication, Google Docs, Google Sheets, Prioritization, Problem Solving",395,4000,Any
Graphic Design,Serious Business,Delhi,3 Months,3 weeks ago,"Adobe Creative Suite, Adobe Illustrator, Adobe Premiere Pro, Canva, Capcut, Elevenlabs (GenAI), HeyGen (GenAI), Social Media Marketing",76,10000,Any
Graphic Design,Serious Business,Gurgaon,3 Months,3 weeks ago,"Adobe Creative Suite, Adobe Illustrator, Adobe Premiere Pro, Canva, Capcut, Elevenlabs (GenAI), HeyGen (GenAI), Social Media Marketing",76,10000,Any
Sales,3rd Pillar,WFH,6 Months,3 weeks ago,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Social Media Marketing",58,7500,Any
Telecalling,DURGAPUR EDUCATION FOUNDATION,Kolkata,3 Months,3 weeks ago,"Bengali Proficiency (Spoken), Effective Communication, English Proficiency (Spoken), Hindi Proficiency (Spoken), Interpersonal skills, MS-Excel",29,10000,Any
Lead Generation,Binaryhub,WFH,6 Months,3 weeks ago,"Email Marketing, Google AdWords, Google Forms, HubSpot, Lead Generation, Social Media Marketing, Zoho CRM",48,6500,Any
Content & E-Commerce Management,Flexi Sofa,Bangalore,3 Months,3 weeks ago,"Adobe Photoshop, Adobe Premiere Pro, Canva, CSS, English Proficiency (Spoken), English Proficiency (Written), Facebook Ads, Google AdWords, HTML",26,12000,Any
Graphic Design,Omichef Cookware LLP,Delhi,3 Months,3 weeks ago,"Adobe Photoshop, Adobe Premiere Pro, Video Editing",146,4500,Any
Lead Generation,Neuro Ads,WFH,3 Months,3 weeks ago,"Effective Communication, English Proficiency (Spoken), Problem Solving, Prospecting",92,10000,Any
Video Making/Editing,Mesmerize India,Mumbai,3 Months,3 weeks ago,"Adobe After Effects, Adobe Premiere Pro, Instagram Ads, Video Editing, Video Making",32,8500,Any
Sales,Triton Steel & Alloys,Thane,6 Months,3 weeks ago,"Computer skills, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Research and Analytics",0,9500,Any
Sales,Triton Steel & Alloys,Navi Mumbai,6 Months,3 weeks ago,"Computer skills, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Research and Analytics",0,9500,Any
Sales,Triton Steel & Alloys,Mumbai,6 Months,3 weeks ago,"Computer skills, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Research and Analytics",0,9500,Any
Sales,Triton Steel & Alloys,Vasai,6 Months,3 weeks ago,"Computer skills, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, Research and Analytics",0,9500,Any
Graphic Design,Horizon9 Advertising & Brand Consultants Ltd.,Faridabad,3 Months,3 weeks ago,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Photoshop Lightroom CC, Sketch",96,8000,Any
Graphic Design,Horizon9 Advertising & Brand Consultants Ltd.,Delhi,3 Months,3 weeks ago,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Photoshop Lightroom CC, Sketch",96,8000,Any
Graphic Design,Horizon9 Advertising & Brand Consultants Ltd.,Ghaziabad,3 Months,3 weeks ago,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Photoshop Lightroom CC, Sketch",96,8000,Any
Graphic Design,Horizon9 Advertising & Brand Consultants Ltd.,Noida,3 Months,3 weeks ago,"Adobe Creative Suite, Adobe Illustrator, Adobe Photoshop, Adobe Photoshop Lightroom CC, Sketch",96,8000,Any
Sales,Medicircle.in,Mira Bhayandar,6 Months,3 weeks ago,"English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Spoken), MS-Excel",0,9000,Any
Sales,Caresoft Consultancy Pvt. Ltd.,Mira Bhayandar,6 Months,3 weeks ago,"English Proficiency (Spoken), English Proficiency (Written)",0,7500,Any
